x,y,line,cp,algo,oldage,a8,b8,c8,d8,e8,f8,g8,h8,a7,b7,c7,d7,e7,f7,g7,h7,a6,b6,c6,d6,e6,f6,g6,h6,a5,b5,c5,d5,e5,f5,g5,h5,a4,b4,c4,d4,e4,f4,g4,h4,a3,b3,c3,d3,e3,f3,g3,h3,a2,b2,c2,d2,e2,f2,g2,h2,a1,b1,c1,d1,e1,f1,g1,h1,multiplicity,age,groupLabel,clusterProbability
45.267141300588385,-11.209175630781912,0,1,0,0,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr,1,0,0,1
37.011242122751874,-12.363877161742705,0,0,0,1,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wn,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.012048192771084338,1,1
36.45882711154758,-8.254054680599783,0,0,0,2,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,,bp,bp,,,,,,,,,,,,,,bp,,,,,,,,,,,,,,,,wn,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.024096385542168676,2,1
27.936862759879947,-20.64855007158138,0,0,0,3,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,,bp,bp,,,,,,,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.03614457831325301,5,1
24.984260331776724,-21.048902864639807,0,0,0,4,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,,bp,bp,,,,,,bn,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.04819277108433735,-1,0
25.98807390980114,-16.01239136369593,0,0,0,5,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,,bp,bp,,,,,,bn,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.060240963855421686,-1,0
28.025841566335117,-12.641641946397545,0,0,0,6,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,,,bp,,,,,,bn,bp,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.07228915662650602,-1,0
27.02114256775644,-10.107352246812633,0,0,0,7,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,,,bp,,,,,,bn,bp,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr,1,0.08433734939759036,-1,0
28.42297519032142,-8.85374892058255,0,0,0,8,br,bn,bb,bq,bk,,,br,bp,bp,bp,bp,bp,,bb,bp,,,,,,bn,bp,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr,1,0.0963855421686747,-1,0
32.307045100486704,-0.7626328674291595,0,0,0,9,br,bn,bb,bq,bk,,,br,bp,bp,bp,bp,bp,,bb,bp,,,,,,bn,bp,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,wb,wp,wr,wn,wb,wq,,wr,wk,,1,0.10843373493975904,-1,0
28.205686207358685,4.588125892282451,0,0,0,10,br,bn,bb,bq,,br,bk,,bp,bp,bp,bp,bp,,bb,bp,,,,,,bn,bp,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,wb,wp,wr,wn,wb,wq,,wr,wk,,1,0.12048192771084337,-1,0
28.04845364974611,6.182429177229348,0,0,0,11,br,bn,bb,bq,,br,bk,,bp,bp,bp,bp,bp,,bb,bp,,,,,,bn,bp,,,,,,,bp,,,,,wp,wp,,,,,,,,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,wn,wb,wq,,wr,wk,,1,0.13253012048192772,-1,0
27.075782712494973,6.125595130987275,0,0,0,12,br,bn,bb,bq,,br,bk,,bp,bp,bp,bp,,,bb,bp,,,,,bp,bn,bp,,,,,,,bp,,,,,wp,wp,,,,,,,,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,wn,wb,wq,,wr,wk,,1,0.14457831325301204,-1,0
25.071175989318263,9.064542260622343,0,0,0,13,br,bn,bb,bq,,br,bk,,bp,bp,bp,bp,,,bb,bp,,,,,bp,bn,bp,,,,,,,bp,,,,,wp,wp,,,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,wb,wq,,wr,wk,,1,0.1566265060240964,-1,0
24.85252925058597,9.176547491110753,0,0,0,14,br,bn,bb,bq,,br,bk,,bp,bp,bp,,,,bb,bp,,,,,bp,bn,bp,,,,,bp,,bp,,,,,wp,wp,,,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,wb,wq,,wr,wk,,1,0.1686746987951807,-1,0
24.813319921478794,8.982931394266167,0,0,0,15,br,bn,bb,bq,,br,bk,,bp,bp,bp,,,,bb,bp,,,,,bp,bn,bp,,,,,bp,,bp,,,,,wp,wp,,wb,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.18072289156626506,-1,0
10.523830364678835,-13.758369241253869,0,0,0,16,br,bn,bb,bq,,br,bk,,bp,bp,,,,,bb,bp,,,bp,,bp,bn,bp,,,,,bp,,bp,,,,,wp,wp,,wb,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.1927710843373494,-1,0
10.864878607831798,-14.06729192630187,0,0,0,17,br,bn,bb,bq,,br,bk,,bp,bp,,,,,bb,bp,,,bp,,bp,bn,bp,,,,wp,bp,,bp,,,,,,wp,,wb,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.20481927710843373,-1,0
11.102619196495112,-14.28873128511629,0,0,0,18,br,,bb,bq,,br,bk,,bp,bp,,bn,,,bb,bp,,,bp,,bp,bn,bp,,,,wp,bp,,bp,,,,,,wp,,wb,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.21686746987951808,-1,0
11.221121429263082,-14.368656823575968,0,0,0,19,br,,bb,bq,,br,bk,,bp,bp,,bn,,,bb,bp,,,bp,wb,bp,bn,bp,,,,wp,bp,,bp,,,,,,wp,,,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.2289156626506024,-1,0
11.353186458871937,-14.431350126318257,0,0,0,20,br,,bb,bq,br,,bk,,bp,bp,,bn,,,bb,bp,,,bp,wb,bp,bn,bp,,,,wp,bp,,bp,,,,,,wp,,,,,,,wn,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.24096385542168675,-1,0
11.369025328041587,-14.490336780549788,0,0,0,21,br,,bb,bq,br,,bk,,bp,bp,,bn,,,bb,bp,,,bp,wb,bp,bn,bp,,,,wp,bp,wn,bp,,,,,,wp,,,,,,,wn,,,,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.25301204819277107,-1,0
11.349291491488255,-14.513044335162522,0,0,0,22,br,,bb,bq,br,bb,bk,,bp,bp,,bn,,,,bp,,,bp,wb,bp,bn,bp,,,,wp,bp,wn,bp,,,,,,wp,,,,,,,wn,,,,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.26506024096385544,-1,0
11.310765908063273,-14.512996969655001,0,0,0,23,br,,bb,bq,br,wb,bk,,bp,bp,,bn,,,,bp,,,bp,,bp,bn,bp,,,,wp,bp,wn,bp,,,,,,wp,,,,,,,wn,,,,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.27710843373493976,-1,0
11.213577826012441,-14.490490844942418,0,0,0,24,br,,bb,bq,,br,bk,,bp,bp,,bn,,,,bp,,,bp,,bp,bn,bp,,,,wp,bp,wn,bp,,,,,,wp,,,,,,,wn,,,,wp,,wp,wp,,,wp,wp,wb,wp,wr,,,wq,,wr,wk,,1,0.2891566265060241,-1,0
11.204484789791598,-14.512833487972628,0,0,0,25,br,,bb,bq,,br,bk,,bp,bp,,bn,,,,bp,,,bp,,bp,bn,bp,,,,wp,bp,wn,bp,,,,,,wp,,wp,,,,,wn,,,,wp,,wp,wp,,,wp,,wb,wp,wr,,,wq,,wr,wk,,1,0.30120481927710846,-1,0
11.193411942952071,-14.508949418631142,0,0,0,26,br,,bb,bq,,br,bk,,bp,bp,,,,,,bp,,,bp,,bp,bn,bp,,,,wp,bp,bn,bp,,,,,,wp,,wp,,,,,wn,,,,wp,,wp,wp,,,wp,,wb,wp,wr,,,wq,,wr,wk,,1,0.3132530120481928,-1,0
11.165997202072942,-14.51314208881806,0,0,0,27,br,,bb,bq,,br,bk,,bp,bp,,,,,,bp,,,bp,,bp,bn,bp,,,,wp,bp,wp,bp,,,,,,wp,,,,,,,wn,,,,wp,,wp,wp,,,wp,,wb,wp,wr,,,wq,,wr,wk,,1,0.3253012048192771,-1,0
11.124897437814946,-14.53725026925257,0,0,0,28,br,,bb,bq,,br,bk,,bp,bp,,bn,,,,bp,,,bp,,bp,,bp,,,,wp,bp,wp,bp,,,,,,wp,,,,,,,wn,,,,wp,,wp,wp,,,wp,,wb,wp,wr,,,wq,,wr,wk,,1,0.3373493975903614,-1,0
11.015260322896264,-14.581245825317362,0,0,0,29,br,,bb,bq,,br,bk,,bp,bp,,bn,,,,bp,,,bp,,bp,,bp,,,,wp,bp,wp,bp,,,,wp,,wp,,,,,,,wn,,,,wp,,wp,,,,wp,,wb,wp,wr,,,wq,,wr,wk,,1,0.3493975903614458,-1,0
10.873810831678767,-14.619110779257712,0,0,0,30,br,,bb,bq,,br,bk,,bp,,,bn,,,,bp,,bp,bp,,bp,,bp,,,,wp,bp,wp,bp,,,,wp,,wp,,,,,,,wn,,,,wp,,wp,,,,wp,,wb,wp,wr,,,wq,,wr,wk,,1,0.3614457831325301,-1,0
10.658555303122448,-14.580738099961994,0,0,0,31,br,,bb,bq,,br,bk,,bp,,,bn,,,,bp,,bp,bp,,bp,,bp,,,,wp,bp,wp,bp,,,,wp,,wp,,,,,,,wn,,,,wp,,wp,,wq,,wp,,wb,wp,wr,,,,,wr,wk,,1,0.37349397590361444,-1,0
1.4910854347531193,-11.787153697372242,0,0,0,32,br,,bb,bq,,br,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,,,,wp,,wp,,,,,,,wn,,,,wp,,wp,,wq,,wp,,wb,wp,wr,,,,,wr,wk,,1,0.3855421686746988,-1,0
1.3242298778536568,-11.810319810784415,0,0,0,33,br,,bb,bq,,br,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,,,,wp,,wp,,,,,wp,,wn,,,,wp,,,,wq,,wp,,wb,wp,wr,,,,,wr,wk,,1,0.39759036144578314,-1,0
1.2549450799755377,-11.828364087364758,0,0,0,34,br,,,bq,,br,bk,,,,,bn,,,,bp,bb,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,,,,wp,,wp,,,,,wp,,wn,,,,wp,,,,wq,,wp,,wb,wp,wr,,,,,wr,wk,,1,0.40963855421686746,-1,0
1.1708008088851554,-11.802883836770999,0,0,0,35,br,,,bq,,br,bk,,,,,bn,,,,bp,bb,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,,,,wp,,wp,,,,,wp,,wn,,,,wp,,,,wq,,wp,,wb,wp,wr,wr,,,,,wk,,1,0.42168674698795183,-1,0
1.1241065798741152,-11.81668869079082,0,0,0,36,br,,,bq,,br,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,,,,wp,bb,wp,,,,,wp,,wn,,,,wp,,,,wq,,wp,,wb,wp,wr,wr,,,,,wk,,1,0.43373493975903615,-1,0
0.9725715038986313,-11.829429266761718,0,0,0,37,br,,,bq,,br,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,,,,wp,bb,wp,,,,,wp,,wn,,wp,,wp,,,,wq,,,,wb,wp,wr,wr,,,,,wk,,1,0.4457831325301205,-1,0
0.8477810904291692,-11.850086307320327,0,0,0,38,br,,,,,br,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,bq,,,wp,bb,wp,,,,,wp,,wn,,wp,,wp,,,,wq,,,,wb,wp,wr,wr,,,,,wk,,1,0.4578313253012048,-1,0
0.7209956919193815,-11.876158490127237,0,0,0,39,br,,,,,br,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,bq,,,wp,bb,wp,,,,,wp,,wn,,wp,,wp,,,,,,,wq,wb,wp,wr,wr,,,,,wk,,1,0.46987951807228917,-1,0
0.5992987824718904,-11.897217824071348,0,0,0,40,br,br,,,,,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,bq,,,wp,bb,wp,,,,,wp,,wn,,wp,,wp,,,,,,,wq,wb,wp,wr,wr,,,,,wk,,1,0.4819277108433735,-1,0
0.5199164286882493,-11.925205036898415,0,0,0,41,br,br,,,,,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,bq,,,wp,bb,wp,,,,,wp,,wn,,wp,,wp,,,,,,,wq,,wp,wr,wr,,,,wb,wk,,1,0.4939759036144578,-1,0
0.4982825198591298,-11.918812556764172,0,0,0,42,br,br,,,,,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,bq,,,wp,,wp,,,,,wp,,wn,,wp,,wp,,,,,,,wq,,wp,wr,wr,,,,bb,wk,,1,0.5060240963855421,-1,0
0.41370946560835115,-11.944407619182241,0,0,0,43,br,br,,,,,bk,,,,,bn,,,,bp,,bp,bp,,bp,,bp,,bp,,wp,bp,wp,bp,bq,,,wp,,wp,,,,,wp,,wn,,wp,,wp,,,,,,,wq,,wp,wr,wr,,,,wk,,,1,0.5180722891566265,-1,0
0.3309603718239605,-11.951171781842572,0,0,0,44,br,br,,,,,bk,,,,,bn,,,,bp,,,bp,,bp,,bp,,bp,bp,wp,bp,wp,bp,bq,,,wp,,wp,,,,,wp,,wn,,wp,,wp,,,,,,,wq,,wp,wr,wr,,,,wk,,,1,0.5301204819277109,-1,0
0.26215261586724037,-11.972481290808977,0,0,0,45,br,br,,,,,bk,,,,,bn,,,,bp,,,bp,,bp,,bp,,bp,bp,wp,bp,wp,bp,bq,,,wp,,wp,,,,,wp,,,,wp,,wp,,,,,,wn,wq,,wp,wr,wr,,,,wk,,,1,0.5421686746987951,-1,0
0.21268905668124874,-11.98711187732218,0,0,0,46,br,br,,,,,bk,,,,,bn,,,,bp,,,bp,,bp,,bp,bq,bp,bp,wp,bp,wp,bp,,,,wp,,wp,,,,,wp,,,,wp,,wp,,,,,,wn,wq,,wp,wr,wr,,,,wk,,,1,0.5542168674698795,-1,0
0.14478040615536802,-12.018648099261208,0,0,0,47,br,br,,,,,bk,,,,,bn,,,,bp,,,bp,,bp,,bp,bq,bp,bp,wp,bp,wp,bp,,,,wp,,wp,,,,wp,wp,,,,wp,,wp,,,,,,wn,wq,,,wr,wr,,,,wk,,,1,0.5662650602409639,-1,0
-38.62712485435855,-7.196642368419065,0,0,0,48,,br,,,,,bk,,br,,,bn,,,,bp,,,bp,,bp,,bp,bq,bp,bp,wp,bp,wp,bp,,,,wp,,wp,,,,wp,wp,,,,wp,,wp,,,,,,wn,wq,,,wr,wr,,,,wk,,,1,0.5783132530120482,-1,0
-38.63908562947997,-7.215423206739304,0,0,0,49,,br,,,,,bk,,br,,,bn,,,,bp,,,bp,,bp,,bp,bq,bp,bp,wp,bp,wp,bp,,,,wp,,wp,,,,wp,wp,,,,wp,,wp,,,,,,,wq,,,wr,wr,wn,,,wk,,,1,0.5903614457831325,-1,0
-38.63836686767466,-7.197852321591681,0,0,0,50,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,bp,bq,bp,bp,wp,bp,wp,bp,,,,wp,,wp,,,,wp,wp,,,,wp,,wp,,,,,,,wq,,,wr,wr,wn,,,wk,,,1,0.6024096385542169,-1,0
-38.63953649920614,-7.194196948390978,0,0,0,51,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,bp,bq,bp,bp,wp,bp,wp,bp,,,,wp,,wp,,,,wp,wp,wn,,,wp,,wp,,,,,,,wq,,,wr,wr,,,,wk,,,1,0.6144578313253012,-1,0
-38.61947274679188,-7.129629950498599,0,0,0,52,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,bp,bq,,bp,wp,bp,wp,bp,,,bp,wp,,wp,,,,wp,wp,wn,,,wp,,wp,,,,,,,wq,,,wr,wr,,,,wk,,,1,0.6265060240963856,-1,0
-38.61483805207487,-7.129077237419028,0,0,0,53,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,bp,bq,,bp,wp,bp,wp,bp,,,bp,wp,,wp,,,,wp,wp,,,,wp,,wp,,,,,wn,,wq,,,wr,wr,,,,wk,,,1,0.6385542168674698,-1,0
-38.63485175607975,-7.1428954480346185,0,0,0,54,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,,bq,,bp,wp,bp,wp,bp,bp,,bp,wp,,wp,,,,wp,wp,,,,wp,,wp,,,,,wn,,wq,,,wr,wr,,,,wk,,,1,0.6506024096385542,-1,0
-38.604350688696954,-7.101955597016168,0,0,0,55,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,,bq,,bp,wp,bp,wp,bp,bp,,bp,wp,,wp,,,,wp,wp,,,,wp,wn,wp,,,,,,,wq,,,wr,wr,,,,wk,,,1,0.6626506024096386,-1,0
-38.60783478047901,-7.119109831757611,0,0,0,56,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,,bq,,bp,wp,bp,wp,bp,,,bp,wp,,wp,,,,bp,wp,,,,wp,wn,wp,,,,,,,wq,,,wr,wr,,,,wk,,,1,0.6746987951807228,-1,0
-38.56625158101431,-7.046435687452413,0,0,0,57,,br,,,,bn,bk,,br,,,,,,,bp,,,bp,,bp,,,bq,,bp,wp,bp,wp,bp,,,bp,wp,,wp,,,,wp,wp,,,,wp,wn,,,,,,,,wq,,,wr,wr,,,,wk,,,1,0.6867469879518072,-1,0
-38.52731895205662,-6.989713300184815,0,0,0,58,,br,,,,,bk,,br,,,,,,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,bp,,,bp,wp,,wp,,,,wp,wp,,,,wp,wn,,,,,,,,wq,,,wr,wr,,,,wk,,,1,0.6987951807228916,-1,0
-38.46465121405898,-6.862415162968468,0,0,0,59,,br,,,,,bk,,br,,,,,,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,bp,,,bp,wp,,wp,,,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,wr,wr,,,,,,,1,0.7108433734939759,-1,0
-38.38411598421948,-6.701866393100489,0,0,0,60,,br,,,,,bk,,br,,,,,,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,wr,wr,,,,,,,1,0.7228915662650602,-1,0
-38.32096390807334,-6.577273298680121,0,0,0,61,,br,,,,,bk,,br,,,,,,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,wr,,,,,,wr,,1,0.7349397590361446,-1,0
-38.251050441215476,-6.428805437299809,0,0,0,62,,,,,,br,bk,,br,,,,,,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,wr,,,,,,wr,,1,0.7469879518072289,-1,0
-38.27874040332237,-6.5035375645994025,0,0,0,63,,,,,,br,bk,,br,,,,,,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,,wr,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,wr,,,,,,,,1,0.7590361445783133,-1,0
-38.20582167424272,-6.381269900034787,0,0,0,64,,,,,,br,bk,,,,,,,br,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,,wr,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,wr,,,,,,,,1,0.7710843373493976,-1,0
-38.15148903384884,-6.268751329423016,0,0,0,65,,,,,,br,bk,,,,,,,br,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,,wr,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,,,,,,,wr,,1,0.7831325301204819,-1,0
-38.07212431046535,-6.108835584408592,0,0,0,66,,,,,,br,,bk,,,,,,br,,bp,,,bp,,bp,,bn,bq,,bp,wp,bp,wp,,wr,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,,,,,,,wr,,1,0.7951807228915663,-1,0
-38.05438132229342,-6.04758250968108,0,0,0,67,,,,,,br,,bk,,,,,,br,,bp,,,bp,,bp,,wr,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,,,,,,,wr,,1,0.8072289156626506,-1,0
-38.00412513080771,-5.9534867456543346,0,0,0,68,,,,,,br,,bk,,,,,,br,,,,,bp,,bp,,bp,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,bp,,wp,wp,,,,wp,wn,,,,,,,wk,wq,,,,,,,,,wr,,1,0.8192771084337349,-1,0
-37.98872018047732,-5.8816649871636075,0,0,0,69,,,,,,br,,bk,,,,,,br,,,,,bp,,bp,,bp,bq,,bp,wp,bp,wp,,wn,,bp,wp,,wp,,bp,,wp,wp,,,,wp,,,,,,,,wk,wq,,,,,,,,,wr,,1,0.8313253012048193,-1,0
-37.97365802927248,-5.849720677081857,0,0,0,70,,,,,,br,,bk,,,,,,,,,,,bp,,bp,,bp,bq,,bp,wp,bp,wp,br,wn,,bp,wp,,wp,,bp,,wp,wp,,,,wp,,,,,,,,wk,wq,,,,,,,,,wr,,1,0.8433734939759037,-1,0
-37.92482290082738,-5.7944364524932475,0,0,0,71,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,br,,,bp,wp,,wp,,bp,,wp,wp,,,,wp,,,,,,,,wk,wq,,,,,,,,,wr,,1,0.8554216867469879,-1,0
-37.88910353609741,-5.719576936458489,0,0,0,72,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,br,,,bp,wp,,wp,,,,wp,wp,,,,bp,,,,,,,,wk,wq,,,,,,,,,wr,,1,0.8674698795180723,-1,0
-37.871082903152654,-5.67802477450332,0,0,0,73,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,br,,,bp,wp,,wp,,,,wp,wp,,,,wq,,,,,,,,wk,,,,,,,,,,wr,,1,0.8795180722891566,-1,0
-37.872964126655475,-5.6844010835989245,0,0,0,74,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,,,wp,wp,,,,wq,,,,,,,,wk,br,,,,,,,,,wr,,1,0.891566265060241,-1,0
-37.88185170091905,-5.699287701203219,0,0,0,75,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,wk,wq,,,,,,,,,wr,,1,0.9036144578313253,-1,0
-37.852371480059524,-5.617142951170286,0,0,0,76,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,wk,wq,,,,,,,,,wr,,1,0.9156626506024096,-1,0
-37.841883913678075,-5.585989798324737,0,0,0,77,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,wq,,,,,,,,,wr,,1,0.927710843373494,-1,0
-37.818141654209434,-5.537409377743203,0,0,0,78,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,br,,,,,,,,,wr,,1,0.9397590361445783,-1,0
-37.81265412578853,-5.532039153385269,0,0,0,79,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,,wk,,,,,,,,,wr,,1,0.9518072289156626,-1,0
-37.81071241276014,-5.559798282976444,0,0,0,80,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,bq,,,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,,wk,,,,,,,,,wr,,1,0.963855421686747,-1,0
-37.8194401287796,-5.558190436661464,0,0,0,81,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,bq,,,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,,,,,,,,,,wr,,1,0.9759036144578314,-1,0
-37.82038020690149,-5.555573379660633,0,1,0,82,,,,,,,,bk,,,,,,,,,,,bp,,bq,,bp,,,bp,wp,bp,wp,,,,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,,,,,,,,,,wr,,1,0.9879518072289156,-1,0
43.34512965703751,-12.55167299607559,1,1,0,0,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr,1,0,0,1
36.830227554156,-12.8673452747484,1,0,0,1,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wn,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.006211180124223602,1,1
36.42735401721525,-7.865896640684592,1,0,0,2,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,,bp,bp,,,,,,,,,,,,,,bp,,,,,,,,,,,,,,,,wn,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.012422360248447204,2,1
27.93755804764254,-20.660372814075625,1,0,0,3,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,,bp,bp,,,,,,,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr,1,0.018633540372670808,5,1
